11122233344|1|10|2025|0|56|12|4|1,55,6;1,52,8;1,52,6;19,30,12;19,30,10;19,30,6;21,30,10;21,30,8;21,30,10;22,0,6;22,0,12;22,0,6
11122233344|5|10|2025|0|57|15|4|6,52,6;6,50,8;6,52,6;6,52,6;7,55,10;7,52,10;7,52,10;7,55,6;5,25,8;5,25,12;5,25,8;23,0,6;23,0,8;23,0,6;23,0,10
11122233344|9|10|2025|1|8|4|1|10,140,12;10,142,12;10,140,8;10,140,10
11122233344|14|10|2025|0|56|14|4|17,10,8;17,10,12;17,10,12;15,35,12;15,35,6;15,35,6;15,35,10;5,22,12;5,25,6;5,25,10;5,25,8;22,0,10;22,0,8;22,0,8
11122233344|17|10|2025|1|7|14|4|3,17,8;3,17,6;3,17,12;3,17,8;7,55,8;7,55,12;7,55,8;6,52,10;6,52,12;6,50,8;6,50,6;23,0,8;23,0,6;23,0,6
11122233344|19|10|2025|0|46|11|3|9,62,8;9,62,12;9,60,12;9,62,8;23,0,6;23,0,12;23,0,10;22,0,12;22,0,12;22,0,6;22,0,6
11122233344|24|10|2025|0|54|10|3|15,35,10;15,35,6;15,35,6;18,10,6;18,10,8;18,10,12;19,30,12;19,32,8;19,30,12;19,30,12
11122233344|29|10|2025|0|45|14|4|1,55,6;1,52,12;1,55,8;3,17,6;3,17,6;3,17,8;19,30,8;19,30,6;19,30,12;19,30,10;21,27,10;21,30,12;21,27,10;21,30,6
11122233344|3|11|2025|0|54|10|3|6,52,10;6,50,12;6,52,10;5,25,10;5,25,6;5,25,8;23,0,6;23,0,6;23,0,8;23,0,10
11122233344|6|11|2025|1|2|8|2|10,145,6;10,140,12;10,145,6;10,140,8;11,47,12;11,47,12;11,47,6;11,47,8
11122233344|8|11|2025|0|53|9|3|16,12,8;16,12,6;16,12,12;18,10,8;18,10,8;18,10,6;4,30,10;4,30,12;4,30,8
11122233344|11|11|2025|1|4|11|3|2,47,8;2,47,8;2,47,10;2,50,10;7,55,12;7,55,10;7,55,6;7,55,10;23,0,10;23,0,6;23,0,6
11122233344|16|11|2025|0|54|13|4|14,90,12;14,87,8;14,90,6;11,47,6;11,50,10;11,47,12;11,47,10;22,0,8;22,0,12;22,0,12;23,0,10;23,0,12;23,0,6
11122233344|20|11|2025|1|7|9|3|18,10,8;18,10,10;18,10,10;20,25,8;20,25,8;20,25,8;21,27,12;21,30,6;21,30,8
11122233344|25|11|2025|1|9|10|3|2,47,8;2,47,12;2,47,8;1,55,12;1,55,10;1,55,12;21,30,12;21,30,12;21,30,8;21,30,10
11122233344|30|11|2025|0|45|16|4|7,55,6;7,52,8;7,55,8;7,55,6;4,30,12;4,30,8;4,32,12;4,32,6;5,25,10;5,25,12;5,25,12;5,25,8;23,0,8;23,0,10;23,0,12;23,0,12
11122233344|5|12|2025|0|53|7|2|14,92,6;14,92,6;14,87,12;14,90,12;12,40,12;12,40,12;12,40,12
11122233344|10|12|2025|1|3|11|3|15,35,6;15,35,6;15,35,8;15,35,6;16,12,12;16,12,8;16,12,10;4,30,6;4,30,8;4,32,6;4,30,10
11122233344|15|12|2025|0|59|11|3|3,17,10;3,17,6;3,17,6;1,55,10;1,52,10;1,52,12;1,55,6;8,47,12;8,45,12;8,45,10;8,45,12
11122233344|20|12|2025|1|10|11|3|11,50,12;11,47,12;11,50,8;10,140,10;10,142,10;10,142,8;10,140,12;23,0,8;23,0,12;23,0,12;23,0,12
11122233344|22|12|2025|0|53|8|2|17,10,10;17,10,10;17,10,10;17,10,12;20,25,8;20,22,8;20,25,8;20,22,12
11122233344|26|12|2025|0|52|13|4|1,55,6;1,55,8;1,55,12;19,32,10;19,30,12;19,30,6;20,25,12;20,22,6;20,25,6;20,25,6;22,0,8;22,0,10;22,0,6
